Nama Pengguna,Skor (Bintang),Ulasan Teks,Tanggal Ulasan,Balasan Pengembang,Jumlah Like,ID Ulasan,Case Folding,Tokens,Stemmed,Filtered,Filtered_Text,Bigrams,Trigrams
Ahmad Zulfikar,2,"Overall ok, cuma udh 2 bulan ini ditengah video sering freeze screen dan adegannya terlewat, sudah coba nonton film lain pun sama seperti itu. padahal internet 25MB/s di samsung S24. segera perbaiki",2025-08-18 13:38:12,,2,ae38a77d-7dde-4365-9fb3-a45775d2f539,"overall ok, cuma udh 2 bulan ini ditengah video sering freeze screen dan adegannya terlewat, sudah coba nonton film lain pun sama seperti itu. padahal internet 25mb/s di samsung s24. segera perbaiki","['Overall', 'ok', ',', 'cuma', 'udh', '2', 'bulan', 'ini', 'ditengah', 'video', 'sering', 'freeze', 'screen', 'dan', 'adegannya', 'terlewat', ',', 'sudah', 'coba', 'nonton', 'film', 'lain', 'pun', 'sama', 'seperti', 'itu', '.', 'padahal', 'internet', '25MB/s', 'di', 'samsung', 'S24', '.', 'segera', 'perbaiki']","['overal', 'ok', ',', 'cuma', 'udh', '2', 'bulan', 'ini', 'ditengah', 'video', 'sere', 'freez', 'screen', 'dan', 'adegannya', 'terlewat', ',', 'sudah', 'coba', 'nonton', 'film', 'lain', 'pun', 'sama', 'seperti', 'itu', '.', 'padah', 'internet', '25mb/', 'di', 'samsung', 's24', '.', 'segera', 'perbaiki']","['overal', 'ok', 'cuma', 'udh', '2', 'bulan', 'ini', 'ditengah', 'video', 'sere', 'freez', 'screen', 'dan', 'adegannya', 'terlewat', 'sudah', 'coba', 'nonton', 'film', 'lain', 'pun', 'sama', 'seperti', 'itu', 'padah', 'internet', 'di', 'samsung', 's24', 'segera', 'perbaiki']",overal cuma udh bulan ini ditengah video sere freez screen dan adegannya terlewat sudah coba nonton film lain pun sama seperti itu padah internet samsung s24 segera perbaiki,"[('overal', 'ok'), ('ok', 'cuma'), ('cuma', 'udh'), ('udh', '2'), ('2', 'bulan'), ('bulan', 'ini'), ('ini', 'ditengah'), ('ditengah', 'video'), ('video', 'sere'), ('sere', 'freez'), ('freez', 'screen'), ('screen', 'dan'), ('dan', 'adegannya'), ('adegannya', 'terlewat'), ('terlewat', 'sudah'), ('sudah', 'coba'), ('coba', 'nonton'), ('nonton', 'film'), ('film', 'lain'), ('lain', 'pun'), ('pun', 'sama'), ('sama', 'seperti'), ('seperti', 'itu'), ('itu', 'padah'), ('padah', 'internet'), ('internet', 'di'), ('di', 'samsung'), ('samsung', 's24'), ('s24', 'segera'), ('segera', 'perbaiki')]","[('overal', 'ok', 'cuma'), ('ok', 'cuma', 'udh'), ('cuma', 'udh', '2'), ('udh', '2', 'bulan'), ('2', 'bulan', 'ini'), ('bulan', 'ini', 'ditengah'), ('ini', 'ditengah', 'video'), ('ditengah', 'video', 'sere'), ('video', 'sere', 'freez'), ('sere', 'freez', 'screen'), ('freez', 'screen', 'dan'), ('screen', 'dan', 'adegannya'), ('dan', 'adegannya', 'terlewat'), ('adegannya', 'terlewat', 'sudah'), ('terlewat', 'sudah', 'coba'), ('sudah', 'coba', 'nonton'), ('coba', 'nonton', 'film'), ('nonton', 'film', 'lain'), ('film', 'lain', 'pun'), ('lain', 'pun', 'sama'), ('pun', 'sama', 'seperti'), ('sama', 'seperti', 'itu'), ('seperti', 'itu', 'padah'), ('itu', 'padah', 'internet'), ('padah', 'internet', 'di'), ('internet', 'di', 'samsung'), ('di', 'samsung', 's24'), ('samsung', 's24', 'segera'), ('s24', 'segera', 'perbaiki')]"
joxsav,1,"pls netflix gua kenapa jirr masa riwayat tontonan ilang tinggal film"" sama movie doang dicari juga ngga ada mana belum selesai lagi nonton animenya",2025-08-18 13:18:09,,0,0c6c060b-142d-4010-a6e5-6e9c958b0848,"pls netflix gua kenapa jirr masa riwayat tontonan ilang tinggal film"" sama movie doang dicari juga ngga ada mana belum selesai lagi nonton animenya","['pls', 'netflix', 'gua', 'kenapa', 'jirr', 'masa', 'riwayat', 'tontonan', 'ilang', 'tinggal', 'film', ""''"", 'sama', 'movie', 'doang', 'dicari', 'juga', 'ngga', 'ada', 'mana', 'belum', 'selesai', 'lagi', 'nonton', 'animenya']","['pl', 'netflix', 'gua', 'kenapa', 'jirr', 'masa', 'riwayat', 'tontonan', 'ilang', 'tinggal', 'film', ""''"", 'sama', 'movi', 'doang', 'dicari', 'juga', 'ngga', 'ada', 'mana', 'belum', 'selesai', 'lagi', 'nonton', 'animenya']","['pl', 'netflix', 'gua', 'kenapa', 'jirr', 'masa', 'riwayat', 'tontonan', 'ilang', 'tinggal', 'film', 'sama', 'movi', 'doang', 'dicari', 'juga', 'ngga', 'ada', 'mana', 'belum', 'selesai', 'lagi', 'nonton', 'animenya']",netflix gua kenapa jirr masa riwayat tontonan ilang tinggal film sama movi doang dicari juga ngga ada mana belum selesai lagi nonton animenya,"[('pl', 'netflix'), ('netflix', 'gua'), ('gua', 'kenapa'), ('kenapa', 'jirr'), ('jirr', 'masa'), ('masa', 'riwayat'), ('riwayat', 'tontonan'), ('tontonan', 'ilang'), ('ilang', 'tinggal'), ('tinggal', 'film'), ('film', 'sama'), ('sama', 'movi'), ('movi', 'doang'), ('doang', 'dicari'), ('dicari', 'juga'), ('juga', 'ngga'), ('ngga', 'ada'), ('ada', 'mana'), ('mana', 'belum'), ('belum', 'selesai'), ('selesai', 'lagi'), ('lagi', 'nonton'), ('nonton', 'animenya')]","[('pl', 'netflix', 'gua'), ('netflix', 'gua', 'kenapa'), ('gua', 'kenapa', 'jirr'), ('kenapa', 'jirr', 'masa'), ('jirr', 'masa', 'riwayat'), ('masa', 'riwayat', 'tontonan'), ('riwayat', 'tontonan', 'ilang'), ('tontonan', 'ilang', 'tinggal'), ('ilang', 'tinggal', 'film'), ('tinggal', 'film', 'sama'), ('film', 'sama', 'movi'), ('sama', 'movi', 'doang'), ('movi', 'doang', 'dicari'), ('doang', 'dicari', 'juga'), ('dicari', 'juga', 'ngga'), ('juga', 'ngga', 'ada'), ('ngga', 'ada', 'mana'), ('ada', 'mana', 'belum'), ('mana', 'belum', 'selesai'), ('belum', 'selesai', 'lagi'), ('selesai', 'lagi', 'nonton'), ('lagi', 'nonton', 'animenya')]"
intan hardhyta,3,aplikasi abis dibayar malah bilang pembayaran bermasalah 😂,2025-08-18 13:06:28,,0,6a7a9448-c770-4513-91de-301cd959032e,aplikasi abis dibayar malah bilang pembayaran bermasalah 😂,"['aplikasi', 'abis', 'dibayar', 'malah', 'bilang', 'pembayaran', 'bermasalah', '😂']","['aplikasi', 'abi', 'dibayar', 'malah', 'bilang', 'pembayaran', 'bermasalah', '😂']","['aplikasi', 'abi', 'dibayar', 'malah', 'bilang', 'pembayaran', 'bermasalah']",aplikasi abi dibayar malah bilang pembayaran bermasalah,"[('aplikasi', 'abi'), ('abi', 'dibayar'), ('dibayar', 'malah'), ('malah', 'bilang'), ('bilang', 'pembayaran'), ('pembayaran', 'bermasalah')]","[('aplikasi', 'abi', 'dibayar'), ('abi', 'dibayar', 'malah'), ('dibayar', 'malah', 'bilang'), ('malah', 'bilang', 'pembayaran'), ('bilang', 'pembayaran', 'bermasalah')]"
RULLY ARIAN HADI,1,yaelah😂😂,2025-08-18 12:43:18,,0,32013211-ec73-41bd-906a-51aeebe49339,yaelah😂😂,['yaelah😂😂'],['yaelah😂😂'],[],,[],[]
Muhammad Fadhil,5,👍👍👍👍👍👍👍👍,2025-08-18 10:50:41,,0,4805b7a6-a2ea-4247-a282-d473a1cd714f,👍👍👍👍👍👍👍👍,['👍👍👍👍👍👍👍👍'],['👍👍👍👍👍👍👍👍'],[],,[],[]
yel yelpridia,2,"sekarang ada suara² selain dari dialog, jadi mengganggu",2025-08-18 10:33:32,,0,9c57b003-fac1-4d78-8d3d-26f8065c338d,"sekarang ada suara² selain dari dialog, jadi mengganggu","['sekarang', 'ada', 'suara²', 'selain', 'dari', 'dialog', ',', 'jadi', 'mengganggu']","['sekarang', 'ada', 'suara²', 'selain', 'dari', 'dialog', ',', 'jadi', 'mengganggu']","['sekarang', 'ada', 'suara²', 'selain', 'dari', 'dialog', 'jadi', 'mengganggu']",sekarang ada suara² selain dari dialog jadi mengganggu,"[('sekarang', 'ada'), ('ada', 'suara²'), ('suara²', 'selain'), ('selain', 'dari'), ('dari', 'dialog'), ('dialog', 'jadi'), ('jadi', 'mengganggu')]","[('sekarang', 'ada', 'suara²'), ('ada', 'suara²', 'selain'), ('suara²', 'selain', 'dari'), ('selain', 'dari', 'dialog'), ('dari', 'dialog', 'jadi'), ('dialog', 'jadi', 'mengganggu')]"
ce ec,1,apk error2 mulu. bngst,2025-08-18 09:19:16,,0,fd1bc149-f1a4-4adf-874f-77a758075582,apk error2 mulu. bngst,"['apk', 'error2', 'mulu', '.', 'bngst']","['apk', 'error2', 'mulu', '.', 'bngst']","['apk', 'error2', 'mulu', 'bngst']",apk error2 mulu bngst,"[('apk', 'error2'), ('error2', 'mulu'), ('mulu', 'bngst')]","[('apk', 'error2', 'mulu'), ('error2', 'mulu', 'bngst')]"
Vivie meuthia Agustine,1,masalah terus menerus padahal jaringan baik paket data ada,2025-08-18 07:28:07,,0,1633af7b-12fe-4a00-a3af-29395218ec9b,masalah terus menerus padahal jaringan baik paket data ada,"['masalah', 'terus', 'menerus', 'padahal', 'jaringan', 'baik', 'paket', 'data', 'ada']","['masalah', 'teru', 'meneru', 'padah', 'jaringan', 'baik', 'paket', 'data', 'ada']","['masalah', 'teru', 'meneru', 'padah', 'jaringan', 'baik', 'paket', 'data', 'ada']",masalah teru meneru padah jaringan baik paket data ada,"[('masalah', 'teru'), ('teru', 'meneru'), ('meneru', 'padah'), ('padah', 'jaringan'), ('jaringan', 'baik'), ('baik', 'paket'), ('paket', 'data'), ('data', 'ada')]","[('masalah', 'teru', 'meneru'), ('teru', 'meneru', 'padah'), ('meneru', 'padah', 'jaringan'), ('padah', 'jaringan', 'baik'), ('jaringan', 'baik', 'paket'), ('baik', 'paket', 'data'), ('paket', 'data', 'ada')]"
Ahmad Sauqi,5,"saya kasih 5 bukan karna aplikasi nya tetapi sebab pelayanan servis nya yang memukau satset langsung kelar masalah nya ,puas deh ,makasih yah",2025-08-18 07:07:36,,0,a7cc8642-7e0d-47d7-aaa0-8dc70344bf83,"saya kasih 5 bukan karna aplikasi nya tetapi sebab pelayanan servis nya yang memukau satset langsung kelar masalah nya ,puas deh ,makasih yah","['saya', 'kasih', '5', 'bukan', 'karna', 'aplikasi', 'nya', 'tetapi', 'sebab', 'pelayanan', 'servis', 'nya', 'yang', 'memukau', 'satset', 'langsung', 'kelar', 'masalah', 'nya', ',', 'puas', 'deh', ',', 'makasih', 'yah']","['saya', 'kasih', '5', 'bukan', 'karna', 'aplikasi', 'nya', 'tetapi', 'sebab', 'pelayanan', 'servi', 'nya', 'yang', 'memukau', 'satset', 'langsung', 'kelar', 'masalah', 'nya', ',', 'pua', 'deh', ',', 'makasih', 'yah']","['saya', 'kasih', '5', 'bukan', 'karna', 'aplikasi', 'nya', 'tetapi', 'sebab', 'pelayanan', 'servi', 'nya', 'yang', 'memukau', 'satset', 'langsung', 'kelar', 'masalah', 'nya', 'pua', 'deh', 'makasih', 'yah']",saya kasih bukan karna aplikasi nya tetapi sebab pelayanan servi nya yang memukau satset langsung kelar masalah nya pua deh makasih yah,"[('saya', 'kasih'), ('kasih', '5'), ('5', 'bukan'), ('bukan', 'karna'), ('karna', 'aplikasi'), ('aplikasi', 'nya'), ('nya', 'tetapi'), ('tetapi', 'sebab'), ('sebab', 'pelayanan'), ('pelayanan', 'servi'), ('servi', 'nya'), ('nya', 'yang'), ('yang', 'memukau'), ('memukau', 'satset'), ('satset', 'langsung'), ('langsung', 'kelar'), ('kelar', 'masalah'), ('masalah', 'nya'), ('nya', 'pua'), ('pua', 'deh'), ('deh', 'makasih'), ('makasih', 'yah')]","[('saya', 'kasih', '5'), ('kasih', '5', 'bukan'), ('5', 'bukan', 'karna'), ('bukan', 'karna', 'aplikasi'), ('karna', 'aplikasi', 'nya'), ('aplikasi', 'nya', 'tetapi'), ('nya', 'tetapi', 'sebab'), ('tetapi', 'sebab', 'pelayanan'), ('sebab', 'pelayanan', 'servi'), ('pelayanan', 'servi', 'nya'), ('servi', 'nya', 'yang'), ('nya', 'yang', 'memukau'), ('yang', 'memukau', 'satset'), ('memukau', 'satset', 'langsung'), ('satset', 'langsung', 'kelar'), ('langsung', 'kelar', 'masalah'), ('kelar', 'masalah', 'nya'), ('masalah', 'nya', 'pua'), ('nya', 'pua', 'deh'), ('pua', 'deh', 'makasih'), ('deh', 'makasih', 'yah')]"
santy merlina (santy tan),3,buffring pas mau nonton. padahal jaringan gw lancar.. tolong lah perbaiki..,2025-08-18 06:47:35,,0,5b28ef12-143d-4f7f-9b58-f7504adb87f4,buffring pas mau nonton. padahal jaringan gw lancar.. tolong lah perbaiki..,"['buffring', 'pas', 'mau', 'nonton', '.', 'padahal', 'jaringan', 'gw', 'lancar', '..', 'tolong', 'lah', 'perbaiki', '..']","['buffr', 'pa', 'mau', 'nonton', '.', 'padah', 'jaringan', 'gw', 'lancar', '..', 'tolong', 'lah', 'perbaiki', '..']","['buffr', 'pa', 'mau', 'nonton', 'padah', 'jaringan', 'gw', 'lancar', 'tolong', 'lah', 'perbaiki']",buffr mau nonton padah jaringan lancar tolong lah perbaiki,"[('buffr', 'pa'), ('pa', 'mau'), ('mau', 'nonton'), ('nonton', 'padah'), ('padah', 'jaringan'), ('jaringan', 'gw'), ('gw', 'lancar'), ('lancar', 'tolong'), ('tolong', 'lah'), ('lah', 'perbaiki')]","[('buffr', 'pa', 'mau'), ('pa', 'mau', 'nonton'), ('mau', 'nonton', 'padah'), ('nonton', 'padah', 'jaringan'), ('padah', 'jaringan', 'gw'), ('jaringan', 'gw', 'lancar'), ('gw', 'lancar', 'tolong'), ('lancar', 'tolong', 'lah'), ('tolong', 'lah', 'perbaiki')]"
EZra Hutagalung,3,"tagihan sudah saya bayar, sudah update, tapi dr kemarin kenapa film apa aja gk bisa diputar? suka bintang satu kah aplikasi ini?",2025-08-18 06:34:40,,0,54847fa6-2290-46d3-bf02-cee29409b748,"tagihan sudah saya bayar, sudah update, tapi dr kemarin kenapa film apa aja gk bisa diputar? suka bintang satu kah aplikasi ini?","['tagihan', 'sudah', 'saya', 'bayar', ',', 'sudah', 'update', ',', 'tapi', 'dr', 'kemarin', 'kenapa', 'film', 'apa', 'aja', 'gk', 'bisa', 'diputar', '?', 'suka', 'bintang', 'satu', 'kah', 'aplikasi', 'ini', '?']","['tagihan', 'sudah', 'saya', 'bayar', ',', 'sudah', 'updat', ',', 'tapi', 'dr', 'kemarin', 'kenapa', 'film', 'apa', 'aja', 'gk', 'bisa', 'diputar', '?', 'suka', 'bintang', 'satu', 'kah', 'aplikasi', 'ini', '?']","['tagihan', 'sudah', 'saya', 'bayar', 'sudah', 'updat', 'tapi', 'dr', 'kemarin', 'kenapa', 'film', 'apa', 'aja', 'gk', 'bisa', 'diputar', 'suka', 'bintang', 'satu', 'kah', 'aplikasi', 'ini']",tagihan sudah saya bayar sudah updat tapi kemarin kenapa film apa aja bisa diputar suka bintang satu kah aplikasi ini,"[('tagihan', 'sudah'), ('sudah', 'saya'), ('saya', 'bayar'), ('bayar', 'sudah'), ('sudah', 'updat'), ('updat', 'tapi'), ('tapi', 'dr'), ('dr', 'kemarin'), ('kemarin', 'kenapa'), ('kenapa', 'film'), ('film', 'apa'), ('apa', 'aja'), ('aja', 'gk'), ('gk', 'bisa'), ('bisa', 'diputar'), ('diputar', 'suka'), ('suka', 'bintang'), ('bintang', 'satu'), ('satu', 'kah'), ('kah', 'aplikasi'), ('aplikasi', 'ini')]","[('tagihan', 'sudah', 'saya'), ('sudah', 'saya', 'bayar'), ('saya', 'bayar', 'sudah'), ('bayar', 'sudah', 'updat'), ('sudah', 'updat', 'tapi'), ('updat', 'tapi', 'dr'), ('tapi', 'dr', 'kemarin'), ('dr', 'kemarin', 'kenapa'), ('kemarin', 'kenapa', 'film'), ('kenapa', 'film', 'apa'), ('film', 'apa', 'aja'), ('apa', 'aja', 'gk'), ('aja', 'gk', 'bisa'), ('gk', 'bisa', 'diputar'), ('bisa', 'diputar', 'suka'), ('diputar', 'suka', 'bintang'), ('suka', 'bintang', 'satu'), ('bintang', 'satu', 'kah'), ('satu', 'kah', 'aplikasi'), ('kah', 'aplikasi', 'ini')]"
Dhafina Amilda,4,"pengalaman nya sih bagus bgt, tapi ini kok waktu mau ngebagiin ke ig ga kaya dulu lagi sih🥺",2025-08-18 05:22:27,,1,a60fe478-6bd3-450e-aa45-1df75f49c303,"pengalaman nya sih bagus bgt, tapi ini kok waktu mau ngebagiin ke ig ga kaya dulu lagi sih🥺","['pengalaman', 'nya', 'sih', 'bagus', 'bgt', ',', 'tapi', 'ini', 'kok', 'waktu', 'mau', 'ngebagiin', 'ke', 'ig', 'ga', 'kaya', 'dulu', 'lagi', 'sih🥺']","['pengalaman', 'nya', 'sih', 'bagu', 'bgt', ',', 'tapi', 'ini', 'kok', 'waktu', 'mau', 'ngebagiin', 'ke', 'ig', 'ga', 'kaya', 'dulu', 'lagi', 'sih🥺']","['pengalaman', 'nya', 'sih', 'bagu', 'bgt', 'tapi', 'ini', 'kok', 'waktu', 'mau', 'ngebagiin', 'ke', 'ig', 'ga', 'kaya', 'dulu', 'lagi']",pengalaman nya sih bagu bgt tapi ini kok waktu mau ngebagiin kaya dulu lagi,"[('pengalaman', 'nya'), ('nya', 'sih'), ('sih', 'bagu'), ('bagu', 'bgt'), ('bgt', 'tapi'), ('tapi', 'ini'), ('ini', 'kok'), ('kok', 'waktu'), ('waktu', 'mau'), ('mau', 'ngebagiin'), ('ngebagiin', 'ke'), ('ke', 'ig'), ('ig', 'ga'), ('ga', 'kaya'), ('kaya', 'dulu'), ('dulu', 'lagi')]","[('pengalaman', 'nya', 'sih'), ('nya', 'sih', 'bagu'), ('sih', 'bagu', 'bgt'), ('bagu', 'bgt', 'tapi'), ('bgt', 'tapi', 'ini'), ('tapi', 'ini', 'kok'), ('ini', 'kok', 'waktu'), ('kok', 'waktu', 'mau'), ('waktu', 'mau', 'ngebagiin'), ('mau', 'ngebagiin', 'ke'), ('ngebagiin', 'ke', 'ig'), ('ke', 'ig', 'ga'), ('ig', 'ga', 'kaya'), ('ga', 'kaya', 'dulu'), ('kaya', 'dulu', 'lagi')]"
Weli Yanti,1,"aplikasi Netflix tidak bagus,pdhal udh hapus apl nya tp masih aja ada notifikasi untuk bertransaksi,trs tb"" uang diapl dana udh dikirim ke Netflix,pdhal udh ngk berlangganan 😤😤trs aplnya jg udh dicopot,kok masih bisa ya keambil,dasar nonton aja ngk pernah,tp disruh bertransaksi huuu😏😏😏",2025-08-18 04:55:28,,0,4403eb4d-bf72-42d1-a3cc-a09224d481d2,"aplikasi netflix tidak bagus,pdhal udh hapus apl nya tp masih aja ada notifikasi untuk bertransaksi,trs tb"" uang diapl dana udh dikirim ke netflix,pdhal udh ngk berlangganan 😤😤trs aplnya jg udh dicopot,kok masih bisa ya keambil,dasar nonton aja ngk pernah,tp disruh bertransaksi huuu😏😏😏","['aplikasi', 'Netflix', 'tidak', 'bagus', ',', 'pdhal', 'udh', 'hapus', 'apl', 'nya', 'tp', 'masih', 'aja', 'ada', 'notifikasi', 'untuk', 'bertransaksi', ',', 'trs', 'tb', ""''"", 'uang', 'diapl', 'dana', 'udh', 'dikirim', 'ke', 'Netflix', ',', 'pdhal', 'udh', 'ngk', 'berlangganan', '😤😤trs', 'aplnya', 'jg', 'udh', 'dicopot', ',', 'kok', 'masih', 'bisa', 'ya', 'keambil', ',', 'dasar', 'nonton', 'aja', 'ngk', 'pernah', ',', 'tp', 'disruh', 'bertransaksi', 'huuu😏😏😏']","['aplikasi', 'netflix', 'tidak', 'bagu', ',', 'pdhal', 'udh', 'hapu', 'apl', 'nya', 'tp', 'masih', 'aja', 'ada', 'notifikasi', 'untuk', 'bertransaksi', ',', 'tr', 'tb', ""''"", 'uang', 'diapl', 'dana', 'udh', 'dikirim', 'ke', 'netflix', ',', 'pdhal', 'udh', 'ngk', 'berlangganan', '😤😤tr', 'aplnya', 'jg', 'udh', 'dicopot', ',', 'kok', 'masih', 'bisa', 'ya', 'keambil', ',', 'dasar', 'nonton', 'aja', 'ngk', 'pernah', ',', 'tp', 'disruh', 'bertransaksi', 'huuu😏😏😏']","['aplikasi', 'netflix', 'tidak', 'bagu', 'pdhal', 'udh', 'hapu', 'apl', 'nya', 'tp', 'masih', 'aja', 'ada', 'notifikasi', 'untuk', 'bertransaksi', 'tr', 'tb', 'uang', 'diapl', 'dana', 'udh', 'dikirim', 'ke', 'netflix', 'pdhal', 'udh', 'ngk', 'berlangganan', 'aplnya', 'jg', 'udh', 'dicopot', 'kok', 'masih', 'bisa', 'ya', 'keambil', 'dasar', 'nonton', 'aja', 'ngk', 'pernah', 'tp', 'disruh', 'bertransaksi']",aplikasi netflix tidak bagu pdhal udh hapu apl nya masih aja ada notifikasi untuk bertransaksi uang diapl dana udh dikirim netflix pdhal udh ngk berlangganan aplnya udh dicopot kok masih bisa keambil dasar nonton aja ngk pernah disruh bertransaksi,"[('aplikasi', 'netflix'), ('netflix', 'tidak'), ('tidak', 'bagu'), ('bagu', 'pdhal'), ('pdhal', 'udh'), ('udh', 'hapu'), ('hapu', 'apl'), ('apl', 'nya'), ('nya', 'tp'), ('tp', 'masih'), ('masih', 'aja'), ('aja', 'ada'), ('ada', 'notifikasi'), ('notifikasi', 'untuk'), ('untuk', 'bertransaksi'), ('bertransaksi', 'tr'), ('tr', 'tb'), ('tb', 'uang'), ('uang', 'diapl'), ('diapl', 'dana'), ('dana', 'udh'), ('udh', 'dikirim'), ('dikirim', 'ke'), ('ke', 'netflix'), ('netflix', 'pdhal'), ('pdhal', 'udh'), ('udh', 'ngk'), ('ngk', 'berlangganan'), ('berlangganan', 'aplnya'), ('aplnya', 'jg'), ('jg', 'udh'), ('udh', 'dicopot'), ('dicopot', 'kok'), ('kok', 'masih'), ('masih', 'bisa'), ('bisa', 'ya'), ('ya', 'keambil'), ('keambil', 'dasar'), ('dasar', 'nonton'), ('nonton', 'aja'), ('aja', 'ngk'), ('ngk', 'pernah'), ('pernah', 'tp'), ('tp', 'disruh'), ('disruh', 'bertransaksi')]","[('aplikasi', 'netflix', 'tidak'), ('netflix', 'tidak', 'bagu'), ('tidak', 'bagu', 'pdhal'), ('bagu', 'pdhal', 'udh'), ('pdhal', 'udh', 'hapu'), ('udh', 'hapu', 'apl'), ('hapu', 'apl', 'nya'), ('apl', 'nya', 'tp'), ('nya', 'tp', 'masih'), ('tp', 'masih', 'aja'), ('masih', 'aja', 'ada'), ('aja', 'ada', 'notifikasi'), ('ada', 'notifikasi', 'untuk'), ('notifikasi', 'untuk', 'bertransaksi'), ('untuk', 'bertransaksi', 'tr'), ('bertransaksi', 'tr', 'tb'), ('tr', 'tb', 'uang'), ('tb', 'uang', 'diapl'), ('uang', 'diapl', 'dana'), ('diapl', 'dana', 'udh'), ('dana', 'udh', 'dikirim'), ('udh', 'dikirim', 'ke'), ('dikirim', 'ke', 'netflix'), ('ke', 'netflix', 'pdhal'), ('netflix', 'pdhal', 'udh'), ('pdhal', 'udh', 'ngk'), ('udh', 'ngk', 'berlangganan'), ('ngk', 'berlangganan', 'aplnya'), ('berlangganan', 'aplnya', 'jg'), ('aplnya', 'jg', 'udh'), ('jg', 'udh', 'dicopot'), ('udh', 'dicopot', 'kok'), ('dicopot', 'kok', 'masih'), ('kok', 'masih', 'bisa'), ('masih', 'bisa', 'ya'), ('bisa', 'ya', 'keambil'), ('ya', 'keambil', 'dasar'), ('keambil', 'dasar', 'nonton'), ('dasar', 'nonton', 'aja'), ('nonton', 'aja', 'ngk'), ('aja', 'ngk', 'pernah'), ('ngk', 'pernah', 'tp'), ('pernah', 'tp', 'disruh'), ('tp', 'disruh', 'bertransaksi')]"
Syafa KASIM,1,Saat saya mau login ke aplikasi dan masuk itu gak bisa sudah di masukkan email dan nomor telepon masih tidak bisa kirim kode juga tidak bisa jadi saya kesal,2025-08-18 03:30:19,,0,db83645a-0c01-488a-b9cf-5e70473ed19b,saat saya mau login ke aplikasi dan masuk itu gak bisa sudah di masukkan email dan nomor telepon masih tidak bisa kirim kode juga tidak bisa jadi saya kesal,"['Saat', 'saya', 'mau', 'login', 'ke', 'aplikasi', 'dan', 'masuk', 'itu', 'gak', 'bisa', 'sudah', 'di', 'masukkan', 'email', 'dan', 'nomor', 'telepon', 'masih', 'tidak', 'bisa', 'kirim', 'kode', 'juga', 'tidak', 'bisa', 'jadi', 'saya', 'kesal']","['saat', 'saya', 'mau', 'login', 'ke', 'aplikasi', 'dan', 'masuk', 'itu', 'gak', 'bisa', 'sudah', 'di', 'masukkan', 'email', 'dan', 'nomor', 'telepon', 'masih', 'tidak', 'bisa', 'kirim', 'kode', 'juga', 'tidak', 'bisa', 'jadi', 'saya', 'kesal']","['saat', 'saya', 'mau', 'login', 'ke', 'aplikasi', 'dan', 'masuk', 'itu', 'gak', 'bisa', 'sudah', 'di', 'masukkan', 'email', 'dan', 'nomor', 'telepon', 'masih', 'tidak', 'bisa', 'kirim', 'kode', 'juga', 'tidak', 'bisa', 'jadi', 'saya', 'kesal']",saat saya mau login aplikasi dan masuk itu gak bisa sudah masukkan email dan nomor telepon masih tidak bisa kirim kode juga tidak bisa jadi saya kesal,"[('saat', 'saya'), ('saya', 'mau'), ('mau', 'login'), ('login', 'ke'), ('ke', 'aplikasi'), ('aplikasi', 'dan'), ('dan', 'masuk'), ('masuk', 'itu'), ('itu', 'gak'), ('gak', 'bisa'), ('bisa', 'sudah'), ('sudah', 'di'), ('di', 'masukkan'), ('masukkan', 'email'), ('email', 'dan'), ('dan', 'nomor'), ('nomor', 'telepon'), ('telepon', 'masih'), ('masih', 'tidak'), ('tidak', 'bisa'), ('bisa', 'kirim'), ('kirim', 'kode'), ('kode', 'juga'), ('juga', 'tidak'), ('tidak', 'bisa'), ('bisa', 'jadi'), ('jadi', 'saya'), ('saya', 'kesal')]","[('saat', 'saya', 'mau'), ('saya', 'mau', 'login'), ('mau', 'login', 'ke'), ('login', 'ke', 'aplikasi'), ('ke', 'aplikasi', 'dan'), ('aplikasi', 'dan', 'masuk'), ('dan', 'masuk', 'itu'), ('masuk', 'itu', 'gak'), ('itu', 'gak', 'bisa'), ('gak', 'bisa', 'sudah'), ('bisa', 'sudah', 'di'), ('sudah', 'di', 'masukkan'), ('di', 'masukkan', 'email'), ('masukkan', 'email', 'dan'), ('email', 'dan', 'nomor'), ('dan', 'nomor', 'telepon'), ('nomor', 'telepon', 'masih'), ('telepon', 'masih', 'tidak'), ('masih', 'tidak', 'bisa'), ('tidak', 'bisa', 'kirim'), ('bisa', 'kirim', 'kode'), ('kirim', 'kode', 'juga'), ('kode', 'juga', 'tidak'), ('juga', 'tidak', 'bisa'), ('tidak', 'bisa', 'jadi'), ('bisa', 'jadi', 'saya'), ('jadi', 'saya', 'kesal')]"
Jhordan Gleano,5,mantap,2025-08-18 02:22:39,,0,b22a0d87-1952-461f-bef0-3f5e81816b4f,mantap,['mantap'],['mantap'],['mantap'],mantap,[],[]
